dataset,mode,seed,threshold,edge_count,edge_count_true,f1_directed,precision,recall,shd,violations,constraint_cells_changed,selected
synthetic_n2000,constrained,44,0.28,54,65,0.319327731092437,0.3518518518518518,0.2923076923076923,81,0,0,
synthetic_n2000,constrained,44,0.285,54,65,0.319327731092437,0.3518518518518518,0.2923076923076923,81,0,0,
synthetic_n2000,constrained,44,0.3,54,65,0.319327731092437,0.3518518518518518,0.2923076923076923,81,0,0,
synthetic_n2000,constrained,44,0.302,54,65,0.319327731092437,0.3518518518518518,0.2923076923076923,81,0,0,
synthetic_n2000,constrained,44,0.304,54,65,0.319327731092437,0.3518518518518518,0.2923076923076923,81,0,0,
synthetic_n2000,constrained,44,0.306,54,65,0.319327731092437,0.3518518518518518,0.2923076923076923,81,0,0,
synthetic_n2000,constrained,44,0.308,54,65,0.319327731092437,0.3518518518518518,0.2923076923076923,81,0,0,
synthetic_n2000,constrained,44,0.31,53,65,0.3220338983050848,0.3584905660377358,0.2923076923076923,80,0,0,
synthetic_n2000,constrained,44,0.312,53,65,0.3220338983050848,0.3584905660377358,0.2923076923076923,80,0,0,
synthetic_n2000,constrained,44,0.315,53,65,0.3220338983050848,0.3584905660377358,0.2923076923076923,80,0,0,
synthetic_n2000,constrained,44,0.32,52,65,0.3247863247863247,0.3653846153846153,0.2923076923076923,79,0,0,
synthetic_n2000,constrained,44,0.325,52,65,0.3247863247863247,0.3653846153846153,0.2923076923076923,79,0,0,
synthetic_n2000,constrained,44,0.33,52,65,0.3247863247863247,0.3653846153846153,0.2923076923076923,79,0,0,
synthetic_n2000,constrained,44,0.335,51,65,0.3275862068965517,0.3725490196078431,0.2923076923076923,78,0,0,
synthetic_n2000,constrained,44,0.34,51,65,0.3275862068965517,0.3725490196078431,0.2923076923076923,78,0,0,
synthetic_n2000,constrained,44,0.35,51,65,0.3275862068965517,0.3725490196078431,0.2923076923076923,78,0,0,
synthetic_n2000,constrained,44,0.4,49,65,0.3333333333333333,0.3877551020408163,0.2923076923076923,76,0,0,
synthetic_n2000,constrained,44,0.5,47,65,0.3214285714285714,0.3829787234042553,0.2769230769230769,76,0,0,
synthetic_n2000,constrained,45,0.001,951,65,0.1259842519685039,0.067297581493165,0.9846153846153848,888,0,0,
synthetic_n2000,constrained,45,0.005,873,65,0.1279317697228145,0.0687285223367697,0.9230769230769232,818,0,0,
synthetic_n2000,constrained,45,0.01,741,65,0.1240694789081885,0.0674763832658569,0.7692307692307693,706,0,0,
synthetic_n2000,constrained,45,0.02,533,65,0.1304347826086956,0.073170731707317,0.6,520,0,0,
synthetic_n2000,constrained,45,0.03,368,65,0.161662817551963,0.0951086956521739,0.5384615384615384,363,0,0,
synthetic_n2000,constrained,45,0.05,226,65,0.2130584192439862,0.1371681415929203,0.4769230769230769,229,0,0,
synthetic_n2000,constrained,45,0.075,153,65,0.2293577981651376,0.1633986928104575,0.3846153846153846,168,0,0,
synthetic_n2000,constrained,45,0.1,110,65,0.2857142857142857,0.2272727272727272,0.3846153846153846,125,0,0,
synthetic_n2000,constrained,45,0.15,76,65,0.3262411347517731,0.3026315789473684,0.3538461538461538,95,0,0,
synthetic_n2000,constrained,45,0.2,65,65,0.3384615384615385,0.3384615384615385,0.3384615384615385,86,0,0,
synthetic_n2000,constrained,45,0.25,58,65,0.3414634146341463,0.3620689655172414,0.3230769230769231,81,0,0,yes
synthetic_n2000,constrained,45,0.26,57,65,0.3442622950819672,0.3684210526315789,0.3230769230769231,80,0,0,
synthetic_n2000,constrained,45,0.27,57,65,0.3442622950819672,0.3684210526315789,0.3230769230769231,80,0,0,
synthetic_n2000,constrained,45,0.275,56,65,0.347107438016529,0.375,0.3230769230769231,79,0,0,
synthetic_n2000,constrained,45,0.28,56,65,0.347107438016529,0.375,0.3230769230769231,79,0,0,
synthetic_n2000,constrained,45,0.285,56,65,0.347107438016529,0.375,0.3230769230769231,79,0,0,
synthetic_n2000,constrained,45,0.3,55,65,0.3333333333333333,0.3636363636363636,0.3076923076923077,80,0,0,
synthetic_n2000,constrained,45,0.302,55,65,0.3333333333333333,0.3636363636363636,0.3076923076923077,80,0,0,
synthetic_n2000,constrained,45,0.304,55,65,0.3333333333333333,0.3636363636363636,0.3076923076923077,80,0,0,
synthetic_n2000,constrained,45,0.306,55,65,0.3333333333333333,0.3636363636363636,0.3076923076923077,80,0,0,
synthetic_n2000,constrained,45,0.308,55,65,0.3333333333333333,0.3636363636363636,0.3076923076923077,80,0,0,
synthetic_n2000,constrained,45,0.31,55,65,0.3333333333333333,0.3636363636363636,0.3076923076923077,80,0,0,
synthetic_n2000,constrained,45,0.312,55,65,0.3333333333333333,0.3636363636363636,0.3076923076923077,80,0,0,
synthetic_n2000,constrained,45,0.315,53,65,0.3389830508474576,0.3773584905660377,0.3076923076923077,78,0,0,
synthetic_n2000,constrained,45,0.32,53,65,0.3389830508474576,0.3773584905660377,0.3076923076923077,78,0,0,
synthetic_n2000,constrained,45,0.325,53,65,0.3389830508474576,0.3773584905660377,0.3076923076923077,78,0,0,
synthetic_n2000,constrained,45,0.33,52,65,0.3247863247863247,0.3653846153846153,0.2923076923076923,79,0,0,
synthetic_n2000,constrained,45,0.335,52,65,0.3247863247863247,0.3653846153846153,0.2923076923076923,79,0,0,
synthetic_n2000,constrained,45,0.34,52,65,0.3247863247863247,0.3653846153846153,0.2923076923076923,79,0,0,
synthetic_n2000,constrained,45,0.35,51,65,0.3275862068965517,0.3725490196078431,0.2923076923076923,78,0,0,
synthetic_n2000,constrained,45,0.4,48,65,0.3185840707964602,0.375,0.2769230769230769,77,0,0,
synthetic_n2000,constrained,45,0.5,46,65,0.3063063063063063,0.3695652173913043,0.2615384615384615,77,0,0,
synthetic_n2000,constrained,46,0.001,958,65,0.1251221896383186,0.0668058455114822,0.9846153846153848,895,0,0,
synthetic_n2000,constrained,46,0.005,934,65,0.1241241241241241,0.0663811563169164,0.953846153846154,875,0,0,
synthetic_n2000,constrained,46,0.01,880,65,0.1248677248677248,0.0670454545454545,0.9076923076923076,827,0,0,
synthetic_n2000,constrained,46,0.02,767,65,0.1322115384615384,0.0717079530638852,0.8461538461538461,722,0,0,
synthetic_n2000,constrained,46,0.03,651,65,0.1201117318435754,0.0660522273425499,0.6615384615384615,630,0,0,
synthetic_n2000,constrained,46,0.05,469,65,0.1235955056179775,0.0703624733475479,0.5076923076923077,468,0,0,
synthetic_n2000,constrained,46,0.075,334,65,0.1353383458646616,0.0808383233532934,0.4153846153846154,345,0,0,
synthetic_n2000,constrained,46,0.1,250,65,0.126984126984127,0.08,0.3076923076923077,275,0,0,
synthetic_n2000,constrained,46,0.15,158,65,0.1345291479820627,0.0949367088607595,0.2307692307692307,193,0,0,
synthetic_n2000,constrained,46,0.2,117,65,0.1208791208791209,0.094017094017094,0.1692307692307692,160,0,0,
synthetic_n2000,constrained,46,0.25,84,65,0.1476510067114093,0.1309523809523809,0.1692307692307692,127,0,0,yes
synthetic_n2000,constrained,46,0.26,74,65,0.158273381294964,0.1486486486486486,0.1692307692307692,117,0,0,
synthetic_n2000,constrained,46,0.27,70,65,0.1629629629629629,0.1571428571428571,0.1692307692307692,113,0,0,
synthetic_n2000,constrained,46,0.275,69,65,0.1641791044776119,0.1594202898550724,0.1692307692307692,112,0,0,
synthetic_n2000,constrained,46,0.28,68,65,0.1654135338345864,0.1617647058823529,0.1692307692307692,111,0,0,
synthetic_n2000,constrained,46,0.285,66,65,0.1679389312977099,0.1666666666666666,0.1692307692307692,109,0,0,
synthetic_n2000,constrained,46,0.3,61,65,0.1746031746031746,0.180327868852459,0.1692307692307692,104,0,0,
synthetic_n2000,constrained,46,0.302,60,65,0.176,0.1833333333333333,0.1692307692307692,103,0,0,
synthetic_n2000,constrained,46,0.304,58,65,0.1788617886178861,0.1896551724137931,0.1692307692307692,101,0,0,
synthetic_n2000,constrained,46,0.306,58,65,0.1788617886178861,0.1896551724137931,0.1692307692307692,101,0,0,
synthetic_n2000,constrained,46,0.308,57,65,0.180327868852459,0.1929824561403508,0.1692307692307692,100,0,0,
synthetic_n2000,constrained,46,0.31,57,65,0.180327868852459,0.1929824561403508,0.1692307692307692,100,0,0,
synthetic_n2000,constrained,46,0.312,57,65,0.180327868852459,0.1929824561403508,0.1692307692307692,100,0,0,
synthetic_n2000,constrained,46,0.315,57,65,0.180327868852459,0.1929824561403508,0.1692307692307692,100,0,0,
synthetic_n2000,constrained,46,0.32,57,65,0.180327868852459,0.1929824561403508,0.1692307692307692,100,0,0,
synthetic_n2000,constrained,46,0.325,55,65,0.1833333333333333,0.2,0.1692307692307692,98,0,0,
synthetic_n2000,constrained,46,0.33,55,65,0.1833333333333333,0.2,0.1692307692307692,98,0,0,
synthetic_n2000,constrained,46,0.335,53,65,0.1864406779661017,0.2075471698113207,0.1692307692307692,96,0,0,
synthetic_n2000,constrained,46,0.34,52,65,0.188034188034188,0.2115384615384615,0.1692307692307692,95,0,0,
synthetic_n2000,constrained,46,0.35,50,65,0.1913043478260869,0.22,0.1692307692307692,93,0,0,
synthetic_n2000,constrained,46,0.4,43,65,0.1481481481481481,0.1860465116279069,0.123076923076923,92,0,0,
synthetic_n2000,constrained,46,0.5,30,65,0.1263157894736842,0.2,0.0923076923076923,83,0,0,
